Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-1-2-3,5424.1,5679.0,6866.13333333,6610.86666667,7016.8,6058.26666667,3095.0,3430.56666667
0-1-2-4,7547.36666667,6654.93333333,7149.6,6218.06666667,7645.46666667,5914.9,4103.0,4117.93333333
0-1-2-5,6713.1,5807.66666667,7716.1,6301.83333333,7147.86666667,6420.36666667,4600.76666667,4798.06666667
0-1-2-6,7450.63333333,5890.9,7075.56666667,6323.53333333,6669.96666667,5456.33333333,5644.8,5280.63333333
0-1-2-7,6780.2,5944.46666667,7080.43333333,6496.9,5343.66666667,5879.8,5271.33333333,5805.93333333
0-1-3-4,5881.0,6973.46666667,6347.16666667,6980.23333333,7511.76666667,5662.3,3966.2,4164.76666667
0-1-3-5,5024.6,6357.46666667,6304.66666667,6933.76666667,7184.56666667,6835.9,4349.7,4788.66666667
0-1-3-6,5589.36666667,5564.9,6261.83333333,6822.56666667,6662.3,5539.63333333,5226.93333333,4653.33333333
0-1-3-7,6544.9,6988.83333333,6425.03333333,6874.76666667,5364.53333333,6196.53333333,5042.33333333,5299.9
0-1-4-5,5360.26666667,4992.8,6528.36666667,6508.13333333,7533.26666667,6132.73333333,4796.4,3922.53333333
0-1-4-6,7560.83333333,5738.76666667,6421.13333333,6199.86666667,7278.23333333,5061.26666667,5717.23333333,4382.06666667
0-1-4-7,6580.43333333,7257.4,6297.53333333,6193.7,6366.6,5663.8,4718.16666667,5126.86666667
0-1-5-6,6607.2,5463.96666667,6411.13333333,6324.83333333,6706.8,5996.73333333,5754.1,5836.7
0-1-5-7,5981.26666667,6014.7,6820.9,6215.63333333,5421.9,6790.36666667,4855.73333333,5271.96666667
0-1-6-7,7002.9,5319.13333333,6331.7,5946.16666667,4076.36666667,3741.0,5300.4,5460.06666667
0-2-3-4,5338.73333333,5066.8,7592.3,7463.36666667,7509.13333333,6037.2,4665.26666667,4969.8
0-2-3-5,5425.0,4978.5,8025.0,6811.03333333,6967.4,7086.76666667,5014.9,5075.0
0-2-3-6,5381.03333333,4339.06666667,7844.2,7091.4,6681.73333333,5803.5,5738.66666667,4773.63333333
0-2-3-7,5026.06666667,4915.93333333,7981.96666667,7028.83333333,5356.3,6635.0,4938.93333333,4788.53333333
0-2-4-5,5561.96666667,5246.83333333,7751.06666667,6594.96666667,7765.4,6520.66666667,6485.43333333,5149.46666667
0-2-4-6,7044.56666667,5312.2,7845.66666667,6337.2,7477.13333333,5858.0,7662.0,5551.26666667
0-2-4-7,6841.9,5869.26666667,7774.43333333,6317.9,6391.1,5748.6,7013.1,5927.53333333
0-2-5-6,7064.6,4661.73333333,7776.83333333,6186.56666667,6914.73333333,6310.43333333,7195.36666667,5753.73333333
0-2-5-7,6436.16666667,5264.43333333,7946.03333333,6193.3,5741.46666667,6619.16666667,6216.43333333,6757.6
0-2-6-7,6973.2,4904.96666667,7723.7,5389.76666667,4140.6,4346.66666667,7543.63333333,5752.83333333
0-3-4-5,4614.13333333,5078.16666667,7049.76666667,6592.56666667,7741.5,7287.9,5983.7,4639.63333333
0-3-4-6,6353.93333333,5305.46666667,7122.96666667,6954.7,7167.73333333,5538.76666667,6485.4,4329.53333333
0-3-4-7,6039.53333333,6971.63333333,7159.53333333,6780.96666667,6286.56666667,5853.76666667,6163.33333333,5311.03333333
0-3-5-6,6008.8,4951.83333333,7023.23333333,7064.8,6951.4,6650.56666667,6714.53333333,5268.7
0-3-5-7,5701.8,6192.1,7372.0,6949.86666667,5269.73333333,6795.0,5728.9,6181.43333333
0-3-6-7,6089.2,4996.06666667,7138.23333333,6412.36666667,4043.7,4197.83333333,6808.33333333,5472.86666667
0-4-5-6,5477.33333333,4904.23333333,7018.3,6258.03333333,7223.4,6288.0,7102.43333333,4866.16666667
0-4-5-7,5134.73333333,4933.53333333,6880.73333333,6355.4,5402.3,7026.63333333,6081.13333333,4923.9
0-4-6-7,6471.63333333,5017.23333333,7019.43333333,5813.83333333,5064.06666667,4703.36666667,7296.7,6142.8
0-5-6-7,6007.26666667,4916.93333333,7101.23333333,5959.2,5175.96666667,4661.33333333,6841.53333333,6235.9
1-2-3-4,5100.26666667,4810.63333333,6591.6,7505.6,7578.46666667,5754.76666667,3804.6,4400.06666667
1-2-3-5,4517.56666667,4581.9,7063.13333333,7397.7,6976.26666667,7034.76666667,4411.93333333,4859.03333333
1-2-3-6,5286.03333333,4982.53333333,6842.56666667,6684.63333333,6672.86666667,5615.83333333,5139.83333333,5371.06666667
1-2-3-7,4577.7,4801.66666667,6698.2,7425.16666667,5620.8,6500.26666667,4703.53333333,5332.36666667
1-2-4-5,5043.7,4220.56666667,7464.56666667,7019.76666667,7511.03333333,6361.2,6197.06666667,4742.83333333
1-2-4-6,6956.03333333,6049.3,7181.56666667,6482.33333333,7360.63333333,5771.83333333,6560.46666667,5394.83333333
1-2-4-7,6182.1,5997.13333333,7311.96666667,6406.9,6385.36666667,6466.36666667,5573.0,6519.93333333
1-2-5-6,6150.33333333,5833.23333333,7713.8,5897.73333333,6871.06666667,6118.56666667,6082.13333333,6963.4
1-2-5-7,5831.26666667,5417.9,7358.53333333,6089.66666667,5453.2,6431.16666667,5606.73333333,7277.33333333
1-2-6-7,6153.93333333,5547.33333333,7497.76666667,5832.53333333,4068.53333333,4459.53333333,5747.93333333,7251.06666667
1-3-4-5,4686.63333333,4747.33333333,6736.73333333,7014.4,7560.03333333,7043.13333333,5836.83333333,4749.26666667
1-3-4-6,5653.6,6552.3,6833.0,6930.03333333,7542.6,5614.46666667,6631.46666667,5145.0
1-3-4-7,5762.5,7049.03333333,6652.4,7065.2,6320.4,5869.46666667,5106.3,6235.7
1-3-5-6,5199.26666667,5742.56666667,6609.96666667,7064.66666667,6939.3,6802.56666667,6026.16666667,6559.4
1-3-5-7,5031.7,6135.13333333,6065.73333333,7078.46666667,5484.0,6968.86666667,5034.66666667,6211.5
1-3-6-7,5881.86666667,5664.26666667,6835.53333333,6961.03333333,4058.9,4334.2,4931.66666667,6499.23333333
1-4-5-6,5417.16666667,4235.8,6547.06666667,6545.66666667,7604.06666667,6113.93333333,6397.56666667,5075.5
1-4-5-7,5056.7,4720.23333333,6580.8,6595.2,5412.36666667,6624.46666667,5993.7,5106.0
1-4-6-7,6333.86666667,5261.26666667,6691.8,6189.1,5327.16666667,4659.7,5640.9,6048.26666667
1-5-6-7,6094.56666667,4413.16666667,6555.66666667,5619.7,5134.43333333,5795.93333333,6645.36666667,7371.0
2-3-4-5,2971.43333333,3017.96666667,8063.6,7292.56666667,7608.46666667,7555.73333333,4395.8,3432.06666667
2-3-4-6,4069.6,3850.63333333,7446.53333333,6927.86666667,7261.9,5099.36666667,5402.5,4438.7
2-3-4-7,4109.8,4040.93333333,7521.43333333,7699.66666667,6390.83333333,6978.23333333,4770.33333333,4754.63333333
2-3-5-6,3730.13333333,3753.7,8112.73333333,6187.93333333,6994.3,6909.4,5298.43333333,5177.43333333
2-3-5-7,4145.43333333,3741.16666667,7920.6,6785.16666667,5409.7,7193.16666667,5587.6,5192.7
2-3-6-7,4211.73333333,3824.96666667,7908.23333333,6212.9,4122.0,4714.9,5558.56666667,5463.23333333
2-4-5-6,4821.13333333,4568.33333333,7492.53333333,5465.23333333,7296.73333333,5530.63333333,7119.0,4955.8
2-4-5-7,4645.3,3717.06666667,7617.43333333,6208.6,5355.6,6999.3,6474.46666667,5287.7
2-4-6-7,6464.76666667,5176.4,7658.4,5766.4,5324.3,5020.66666667,7510.8,5868.3
2-5-6-7,5972.8,5298.06666667,7701.5,5552.4,5165.33333333,5540.7,6717.93333333,7410.33333333
3-4-5-6,3970.96666667,4935.23333333,7002.6,6631.2,7280.2,5998.1,6473.1,4771.23333333
3-4-5-7,4472.56666667,4870.43333333,7049.23333333,6609.6,5590.2,7245.46666667,6055.13333333,5158.0
3-4-6-7,6023.73333333,4785.56666667,7116.53333333,6929.93333333,5305.73333333,4904.06666667,7186.26666667,5093.16666667
3-5-6-7,5741.83333333,4443.03333333,7035.16666667,6388.63333333,5269.6,5212.56666667,5946.8,6315.16666667
4-5-6-7,4419.2,3103.13333333,7136.03333333,5859.8,5214.73333333,4920.06666667,6853.73333333,5058.86666667
